"587","25","Shooting Men's Running Target, Single Shot, Team"
"588","22","Bobsleigh Women's Two"
"589","57","Racquets Men's Singles"
"590","57","Racquets Men's Doubles"
"591","13","Art Competitions Mixed Literature, Lyric Works"
"592","58","Motorboating Mixed A-Class (Open)"
"593","36","Archery Men's Continental Style"
"594","59","Military Ski Patrol Men's Military Ski Patrol"
"595","13","Art Competitions Mixed Painting, Graphic Arts"
"596","17","Wrestling Women's Flyweight, Freestyle"
"597","13","Art Competitions Mixed Literature, Unknown Event"
"598","10","Sailing Mixed 0.5-1 Ton"
"599","13","Art Competitions Mixed Painting, Applied Arts"
"600","60","Croquet Mixed Singles, One Ball"
"601","60","Croquet Mixed Doubles"
"602","25","Shooting Men's Running Target, Double Shot, Team"
"603","25","Shooting Men's Free Pistol, 50 yards"
"604","25","Shooting Men's Free Pistol, 50 yards, Team"
"605","23","Fencing Men's epee, Masters and Amateurs, Individual"
"606","8","Swimming Men's 10 kilometres Open Water"
"607","13","Art Competitions Mixed Music, Compositions For Orchestra"
"608","36","Archery Men's Double York Round"
"609","17","Wrestling Women's Middleweight, Freestyle"
"610","24","Equestrianism Men's Vaulting, Individual"
"611","8","Swimming Men's 4 x 250 metres Freestyle Relay"
"612","43","Freestyle Skiing Women's Slopestyle"
"613","39","Table Tennis Women's Team"
"614","6","Athletics Women's Hammer Throw"
"615","30","Canoeing Men's Kayak Singles, 200 metres"
"616","52","Short Track Speed Skating Women's 500 metres"
"617","25","Shooting Women's Double Trap"
"618","21","Rowing Men's 6-Man Naval Rowing Boats"
"619","13","Art Competitions Mixed Music"
"620","25","Shooting Men's Free Rifle, Kneeling, 300 metres"
"621","25","Shooting Men's Free Rifle, Prone, 300 metres"
"622","25","Shooting Men's Free Rifle, Standing, 300 metres"
"623","52","Short Track Speed Skating Women's 1,000 metres"
"624","6","Athletics Men's 3,200 metres Steeplechase"
"625","21","Rowing Women's Coxless Fours"
"626","43","Freestyle Skiing Women's Ski Cross"
"627","43","Freestyle Skiing Men's Ski Cross"
"628","31","Tennis Men's Doubles, Covered Courts"
"629","31","Tennis Men's Singles, Covered Courts"
"630","28","Cycling Men's 25 kilometres"
"631","40","Nordic Combined Men's Normal Hill / 10 km, Individual"
"632","40","Nordic Combined Men's Large Hill / 10 km, Individual"
"633","25","Shooting Men's Military Rifle, 200 metres"
"634","52","Short Track Speed Skating Women's 1,500 metres"
"635","6","Athletics Men's Standing Triple Jump"
"636","21","Rowing Men's Coxed Pairs (1 kilometres)"
"637","25","Shooting Men's Military Pistol, 30 metres"
"638","28","Cycling Women's Keirin"
"639","36","Archery Men's Au Cordon Dore, 50 metres"
"640","8","Swimming Women's 300 metres Freestyle"
"641","50","Snowboarding Women's Giant Slalom"
"642","30","Canoeing Men's Canadian Singles, 200 metres"
"643","10","Sailing Mixed 30 metres"
"644","6","Athletics Men's 4,000 metres Steeplechase"
"645","6","Athletics Men's 5,000 metres, Team"
"646","50","Snowboarding Men's Slopestyle"
"647","21","Rowing Men's Coxed Pairs (1 mile)"
"648","13","Art Competitions Mixed Unknown Event"
"649","28","Cycling Women's Omnium"
"650","43","Freestyle Skiing Men's Halfpipe"
"651","8","Swimming Men's 200 metres Obstacle Course"
"652","8","Swimming Men's 200 metres Team Swimming"
"653","10","Sailing Mixed 12 foot"
"654","13","Art Competitions Mixed Music, Instrumental And Chamber"
"655","13","Art Competitions Mixed Music, Vocals"
"656","13","Art Competitions Mixed Literature, Dramatic Works"
"657","61","Jeu De Paume Men's Singles"
"658","10","Sailing Mixed 10-20 Ton"
"659","28","Cycling Men's 1/3 mile"
"660","28","Cycling Men's 1 mile"
"661","28","Cycling Men's 2 mile"
"662","13","Art Competitions Mixed Sculpturing, Medals And Plaques"
"663","6","Athletics Men's 1,600 metres Medley Relay"
"664","60","Croquet Mixed Singles, Two Balls"
"665","30","Canoeing Men's Folding Kayak Doubles, 10 kilometres"
"666","6","Athletics Men's 60 metres"
"667","50","Snowboarding Women's Parallel Giant Slalom"
"668","10","Sailing Mixed 2-3 Ton"
"669","4","Speed Skating Men's Allround"
"670","25","Shooting Men's Military Rifle, Prone, 600 metres"
"671","30","Canoeing Men's Canadian Doubles, 10,000 metres"
"672","50","Snowboarding Women's Parallel Slalom"
"673","25","Shooting Men's Dueling Pistol, 30 metres, Team"
"674","12","Gymnastics Men's Parallel Bars, Teams"
"675","12","Gymnastics Men's Horizontal Bar, Teams"
"676","25","Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
"677","13","Art Competitions Mixed Sculpturing, Medals And Reliefs"
"678","6","Athletics Men's 1,500 metres Walk"
"679","6","Athletics Men's 3 mile, Team"
"680","13","Art Competitions Mixed Sculpturing, Medals"
"681","25","Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres"
"682","24","Equestrianism Men's Vaulting, Team"
"683","25","Shooting Men's Free Rifle, Any Position, 300 metres"
"684","25","Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres"
"685","8","Swimming Men's 100 Yard Backstroke"
"686","8","Swimming Men's 440 Yard Breaststroke"
"687","13","Art Competitions Mixed Literature, Epic Works"
"688","13","Art Competitions Mixed Architecture"
"689","6","Athletics Men's 3,500 metres Walk"
"690","62","Roque Men's Singles"
"691","12","Gymnastics Men's Side Horse"
"692","63","Alpinism Mixed Alpinism"
"693","36","Archery Men's Double American Round"
"694","36","Archery Men's Team Round"
"695","36","Archery Men's Target Archery, 33 metres, Individual"
"696","36","Archery Men's Target Archery, 50 metres, Individual"
"697","8","Swimming Men's 1,000 metres Freestyle"
"698","6","Athletics Men's 10 mile Walk"
"699","6","Athletics Men's Discus Throw, Both Hands"
"700","34","Golf Men's Team"
"701","10","Sailing Mixed 0-0.5 Ton"
"702","10","Sailing Mixed 20+ Ton"
"703","28","Cycling Women's Team Sprint"
"704","16","Weightlifting Men's Unlimited, Two Hands"
"705","25","Shooting Men's Free Pistol, 25 metres"
"706","25","Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres"
"707","25","Shooting Men's Military Revolver, 20 metres"
"708","25","Shooting Men's Dueling Pistol Au Vise 20 metres"
"709","25","Shooting Men's Dueling Pistol Au Commandement, 25 metres"
"710","25","Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team"
"711","10","Sailing Mixed 6.5 metres"
"712","6","Athletics Men's 200 metres Hurdles"
"713","6","Athletics Men's 56-pound Weight Throw"
"714","24","Equestrianism Mixed Four-In-Hand Competition"
"715","6","Athletics Men's 2,500 metres Steeplechase"
"716","13","Art Competitions Mixed Music, Unknown Event"
"717","6","Athletics Men's All-Around Championship"
"718","36","Archery Men's Pole Archery, Small Birds, Individual"
"719","36","Archery Men's Pole Archery, Large Birds, Individual"
"720","36","Archery Men's Pole Archery, Small Birds, Team"
"721","36","Archery Men's Pole Archery, Large Birds, Team"
"722","6","Athletics Men's 2,590 metres Steeplechase"
"723","36","Archery Women's Double Columbia Round"
"724","6","Athletics Men's 4 mile, Team"
"725","33","Figure Skating Men's Special Figures"
"726","25","Shooting Men's Military Rifle, Standing, 300 metres"
"727","8","Swimming Men's 50 yard Freestyle"
"728","8","Swimming Men's 100 yard Freestyle"
"729","8","Swimming Men's 440 yard Freestyle"
"730","64","Basque Pelota Men's Two-Man Teams With Cesta"
"731","25","Shooting Men's Trap, Single Shot, 16 metres"
"732","25","Shooting Men's Trap, Double Shot, 14 metres"
"733","24","Equestrianism Mixed Long Jump"
"734","30","Canoeing Men's Folding Kayak Singles, 10 kilometres"
"735","25","Shooting Men's Free Pistol, 30 metres"
"736","25","Shooting Men's Military Pistol, 25 metres"
"737","8","Swimming Men's 100 metres Freestyle For Sailors"
"738","36","Archery Men's Sur La Perche a La Herse"
"739","10","Sailing Mixed 3-10 Ton"
"740","12","Gymnastics Men's Individual All-Around, 4 Events"
"741","17","Wrestling Men's Unlimited Class, Greco-Roman"
"742","58","Motorboating Mixed B-Class (Under 60 Feet)"
"743","58","Motorboating Mixed C-Class"
"744","28","Cycling Men's 10,000 metres"
"745","13","Art Competitions Mixed Sculpturing, Reliefs"
"746","25","Shooting Men's Muzzle-Loading Pistol, 25 metres"
"747","24","Equestrianism Mixed High Jump"
"748","36","Archery Men's Sur La Perche a La Pyramide"
"749","23","Fencing Men's Single Sticks, Individual"
"750","12","Gymnastics Men's Tumbling"
"751","25","Shooting Men's Unknown Event"
"752","10","Sailing Mixed 18 foot"
"753","36","Archery Men's Unknown Event"
"754","36","Archery Men's Au Chapelet, 50 metres"
"755","36","Archery Men's Championnat Du Monde"
"756","36","Archery Women's Team Round"
"757","17","Wrestling Men's All-Around, Greco-Roman"
"758","28","Cycling Men's 12-Hours Race"
"759","8","Swimming Men's 500 metres Freestyle"
"760","16","Weightlifting Men's All-Around Dumbbell Contest"
"761","36","Archery Men's Au Chapelet, 33 metres"
"762","36","Archery Men's Au Cordon Dore, 33 metres"
"763","36","Archery Men's Target Archery, 28 metres, Individual"
"764","65","Aeronautics Mixed Aeronautics"
